source,target,relation,weight
doc:49,person:T-bana Rådhuset,mentions_person,1
doc:49,"person:Diarienummer 
RK",mentions_person,1
doc:49,"person:Regionfullmäktige 
 
Revisionsberättelser",mentions_person,1
doc:49,person:Malmros Annika Sandström,mentions_person,1
doc:49,"person:Staffan Olsson 
Ordförande",mentions_person,1
doc:49,person:Addo Sign ID-nummer,mentions_person,1
doc:49,"person:Undertecknare
Annika Sandström",mentions_person,1
doc:49,"person:BankID File
Hans-Erik",mentions_person,1
doc:49,"person:BankID Mobile
Anders",mentions_person,1
doc:49,person:Staffan Olsson,mentions_person,1
doc:49,"person:BankID Mobile
Dokument",mentions_person,1
doc:49,person:Missiv Årlig,mentions_person,1
doc:49,person:Addo Sign,mentions_person,1
doc:50,case:unknown_case,belongs_to,1
doc:50,topic:budget,mentions_topic,1
doc:50,topic:healthcare,mentions_topic,1
doc:50,topic:transport,mentions_topic,1
doc:50,topic:governance,mentions_topic,1
doc:50,person:Kommunalförbundet Sjukvård,mentions_person,1
doc:50,"person:Ärendet 
 
Enligt",mentions_person,1
doc:50,person:Kommunalförbundet Sjukvård,mentions_person,1
doc:50,person:Mikael Sundesten Harry,mentions_person,1
doc:50,person:Bouveng Ajda Asgari,mentions_person,1
doc:51,case:unknown_case,belongs_to,1
doc:51,topic:budget,mentions_topic,1
doc:51,topic:healthcare,mentions_topic,1
doc:51,topic:transport,mentions_topic,1
doc:51,topic:governance,mentions_topic,1
doc:51,person:Kommunalförbundet Sjukvård,mentions_person,1
doc:51,"person:Norrtälje 
Kommunfullmäktige",mentions_person,1
doc:51,person:Kommunalförbundet Sjukvård,mentions_person,1
doc:51,person:Norrtäljes Gemensamma Hälso,mentions_person,1
doc:51,person:Tiohundra AB,mentions_person,1
doc:51,"person:Norrtälje 
 
 
Maj Åberg",mentions_person,1
doc:51,person:Palm      Lena Cronvall,mentions_person,1
doc:51,person:Göran Härngren    Lola,mentions_person,1
doc:51,"person:Bodin 
 
 
 
Bilaga  
Revisorernas",mentions_person,1
doc:51,person:Kommunalförbundet Sjukvård,mentions_person,1
doc:51,"person:UTC
Deltagare
 
 
ÖHRLINGS",mentions_person,1
doc:51,person:PRICEWATERHOUSECOOPERS AB,mentions_person,1
doc:51,"person:Sverige
 
 
KOMMUNALFÖRBUNDET SJUKVÅRD",mentions_person,1
doc:51,person:OCH OMSORG,mentions_person,1
doc:51,"person:Sverige
Signerat",mentions_person,1
doc:52,case:unknown_case,belongs_to,1
doc:52,topic:ai,mentions_topic,1
doc:52,topic:budget,mentions_topic,1
doc:52,topic:healthcare,mentions_topic,1
doc:52,topic:transport,mentions_topic,1
doc:52,topic:governance,mentions_topic,1
doc:52,"person:Stockholm 
 
Telefon",mentions_person,1
doc:52,"person:Stockholm 
Org",mentions_person,1
doc:52,person:T-bana Rådhuset,mentions_person,1
doc:52,"person:Diarienummer 
RK",mentions_person,1
doc:52,"person:Regionfullmäktige 
 
Revisionsberättelser",mentions_person,1
doc:52,person:Malmros Annika Sandström,mentions_person,1
doc:52,"person:Staffan Olsson 
Ordförande",mentions_person,1
doc:52,"person:Regionrevisorerna   
Region Stockholm",mentions_person,1
doc:52,person:Revisorsgrupp II,mentions_person,1
doc:52,person:Revisorsgrupp III,mentions_person,1
doc:52,"person:Regionrevisorerna   
Region Stockholm",mentions_person,1
doc:52,"person:Regionrevisorerna   
Region Stockholm",mentions_person,1
doc:52,"person:Region 
Stockholm",mentions_person,1
doc:52,"person:Region 
Stockholms",mentions_person,1
doc:52,person:Inriktningsmålen Hälso,mentions_person,1
doc:53,case:RS-2025-0760,belongs_to,1
doc:53,topic:budget,mentions_topic,1
doc:53,topic:transport,mentions_topic,1
doc:53,topic:governance,mentions_topic,1
doc:53,"person:Stockholm 
Besöksadress",mentions_person,1
doc:53,"person:Innehåll
Innehåll",mentions_person,1
doc:53,"person:Sammanfattning 
Att",mentions_person,1
doc:53,person:Kommun Antal,mentions_person,1
doc:53,person:Låg Hög Låg,mentions_person,1
doc:53,"person:Hög  
Botkyrka",mentions_person,1
doc:53,"person:Upplands-
Väsby",mentions_person,1
doc:53,"person:Inledning 
En",mentions_person,1
doc:53,"person:Avgränsningar 
Följande",mentions_person,1
doc:53,person:För Stockholms,mentions_person,1
doc:53,person:Enligt SCB,mentions_person,1
doc:53,person:Kommun Totalt,mentions_person,1
doc:53,person:Upplands Väsby,mentions_person,1
doc:53,person:För Region Stockholm,mentions_person,1
doc:53,person:För Stockholms,mentions_person,1
doc:54,case:RS-2025-0760,belongs_to,1
doc:54,topic:budget,mentions_topic,1
doc:54,topic:healthcare,mentions_topic,1
doc:54,topic:transport,mentions_topic,1
doc:54,topic:governance,mentions_topic,1
doc:54,"person:Stockholm 
Besöksadress",mentions_person,1
doc:54,"person:WSP Sverige 
Dnr",mentions_person,1
doc:54,"person:Miljökonsekvenser  
Vatten  
Avsnitt",mentions_person,1
doc:54,"person:Naturmiljö  
Avsnitt",mentions_person,1
doc:54,"person:Klimatpåverkan  
Avsnitt",mentions_person,1
doc:54,"person:Innehållsförteckning
Samlad",mentions_person,1
doc:54,"person:Inledning 
Den",mentions_person,1
doc:54,"person:Syfte  
Syftet",mentions_person,1
doc:54,"person:Avgränsning 
En",mentions_person,1
doc:54,"person:Klimatpåverkan 
Risk",mentions_person,1
doc:54,"person:Miljöbalken 
Portalparagrafen",mentions_person,1
doc:54,person:Riksintresse Kungliga,mentions_person,1
doc:54,person:Riksintresse Stockholms,mentions_person,1
doc:54,"person:Kommunallagen 
Det",mentions_person,1
doc:54,"person:Barnkonventionen 
Sedan",mentions_person,1
doc:55,case:RS-2025-0760,belongs_to,1
doc:55,topic:ai,mentions_topic,1
doc:55,topic:budget,mentions_topic,1
doc:55,topic:transport,mentions_topic,1
doc:55,topic:governance,mentions_topic,1
doc:55,"person:Stockholm 
Besöksadress",mentions_person,1
doc:55,"person:Innehåll 
Innehåll",mentions_person,1
doc:55,"person:Inledning 
Denna",mentions_person,1
doc:55,"person:Västra 
Stambanan",mentions_person,1
doc:55,person:Östra Mellansverige,mentions_person,1
doc:55,person:Stockholm Arlanda Airport,mentions_person,1
doc:55,"person:TEN-T-förordningen 
De",mentions_person,1
doc:55,"person:Underlag 
 
Framtidens",mentions_person,1
doc:55,"person:Region 
Stockholm",mentions_person,1
doc:55,person:Svenskt Näringsliv,mentions_person,1
doc:55,person:Trafikförvaltningen Region Stockholm,mentions_person,1
doc:55,person:Trafikförvaltningen Region Stockholm,mentions_person,1
doc:55,"person:Trafikverket 
Prioritet",mentions_person,1
doc:55,person:Stockholm Nordost,mentions_person,1
doc:55,person:Regional Utvecklingsplan,mentions_person,1
doc:56,case:RS-2025-0760,belongs_to,1
doc:56,topic:healthcare,mentions_topic,1
doc:56,topic:transport,mentions_topic,1
doc:56,topic:governance,mentions_topic,1
doc:56,"person:Stockholm 
Besöksadress",mentions_person,1
doc:56,person:WSP Sverige AB,mentions_person,1
doc:56,"person:Bakgrund  
Detta",mentions_person,1
doc:56,"person:Syfte 
Syftet",mentions_person,1
doc:56,"person:Läshänvisning 
Bilagan",mentions_person,1
doc:56,"person:Riksintressesystemet 
Riksintressen",mentions_person,1
doc:56,person:PM Riksintressen,mentions_person,1
doc:56,"person:Även 
Natura",mentions_person,1
doc:56,"person:Stockholmsregionen  
En",mentions_person,1
doc:56,"person:Avgränsning 
De",mentions_person,1
doc:56,person:Hanteras Hanteras,mentions_person,1
doc:56,person:Kulturmiljövården Rörligt,mentions_person,1
doc:56,"person:Rennäring 
Naturvården Nationalstadsparken",mentions_person,1
doc:56,"person:Energidistribution 
Friluftslivet Natura",mentions_person,1
doc:56,person:Yrkesfiske  Värdefulla,mentions_person,1
doc:57,case:RS-2025-0760,belongs_to,1
doc:57,topic:ai,mentions_topic,1
doc:57,topic:budget,mentions_topic,1
doc:57,topic:healthcare,mentions_topic,1
doc:57,topic:transport,mentions_topic,1
doc:57,topic:governance,mentions_topic,1
doc:57,"person:Stockholmsregionen 
Europas",mentions_person,1
doc:57,"person:Michaela Haga 
Ordförande",mentions_person,1
doc:57,"person:Innehåll 
 
Till",mentions_person,1
doc:57,person:VÅR VISION,mentions_person,1
doc:57,"person:Region 
Stockholms",mentions_person,1
doc:57,person:DEN REGIONALA  UTVECKLINGSPLANEN,mentions_person,1
doc:57,"person:Region 
Stockholm",mentions_person,1
doc:57,person:Sveriges BNP,mentions_person,1
doc:57,"person:Mellansverige  
Stockholmsregionen",mentions_person,1
doc:57,"person:Mellansverige  
 
 
Stockholmsregionens",mentions_person,1
doc:57,person:Utbildning SCB,mentions_person,1
doc:57,person:Sveriges BNP,mentions_person,1
doc:57,person:Silicon Valley,mentions_person,1
doc:57,"person:NÄRINGSLIVETS STYRKEOMRÅDEN 
Branscher",mentions_person,1
doc:57,person:Karolinska Universitetssjukhuset,mentions_person,1
doc:58,case:RS-2025-0760,belongs_to,1
doc:58,topic:ai,mentions_topic,1
doc:58,topic:budget,mentions_topic,1
doc:58,topic:healthcare,mentions_topic,1
doc:58,topic:transport,mentions_topic,1
doc:58,topic:governance,mentions_topic,1
doc:58,"person:Stockholmsregionen 
 
 
 
   
 
 
  
  
Region Stockholm",mentions_person,1
doc:58,"person:Regionledningskontoret
Box",mentions_person,1
doc:58,"person:Stockholm
Besöksadress",mentions_person,1
doc:58,person:Bilaga Riksintressen,mentions_person,1
doc:58,person:Bilaga Demografiskt,mentions_person,1
doc:58,person:Bilaga Hållbarhetsbedömning,mentions_person,1
doc:58,person:Bilaga Långsiktiga,mentions_person,1
doc:58,"person:Inledning 
Den",mentions_person,1
doc:58,"person:Sammanfattning 
Under",mentions_person,1
doc:58,"person:Region 
Stockholm",mentions_person,1
doc:58,"person:Region 
Stockholms",mentions_person,1
doc:58,person:Bilaga Riksintressen,mentions_person,1
doc:58,person:Bilaga Demografiskt,mentions_person,1
doc:58,person:Bilaga Hållbarhetsbedömning,mentions_person,1
doc:58,person:Bilaga Transportsystemets,mentions_person,1
doc:59,case:RS-2025-0760,belongs_to,1
doc:59,topic:budget,mentions_topic,1
doc:59,topic:healthcare,mentions_topic,1
doc:59,topic:transport,mentions_topic,1
doc:59,topic:governance,mentions_topic,1
doc:59,"person:Regionledningskontoret  TJÄNSTEUTLÅTANDE  
Jenny",mentions_person,1
doc:59,person:Carlsson Widell,mentions_person,1
doc:59,"person:Stockholmsregionen 
 
Regionledningskontorets",mentions_person,1
doc:59,"person:Region 
Stockholms",mentions_person,1
doc:59,"person:Sammanfattning 
Den",mentions_person,1
doc:59,person:TJÄNSTEUTLÅTANDE RS,mentions_person,1
doc:59,"person:Bakgrund 
Den",mentions_person,1
doc:59,person:TJÄNSTEUTLÅTANDE RS,mentions_person,1
doc:59,"person:Region 
Stockholm",mentions_person,1
doc:59,person:TJÄNSTEUTLÅTANDE RS,mentions_person,1
doc:59,person:TJÄNSTEUTLÅTANDE RS,mentions_person,1
doc:59,"person:Region 
Stockholms",mentions_person,1
doc:59,person:TJÄNSTEUTLÅTANDE RS,mentions_person,1
doc:59,person:TJÄNSTEUTLÅTANDE RS,mentions_person,1
doc:59,"person:Region 
Stockholm",mentions_person,1
doc:60,case:RS-2025-0760,belongs_to,1
doc:60,topic:budget,mentions_topic,1
doc:60,topic:healthcare,mentions_topic,1
doc:60,topic:transport,mentions_topic,1
doc:60,topic:governance,mentions_topic,1
doc:60,person:PROTOKOLLSUTDRAG RS,mentions_person,1
doc:60,person:Ordförande Justerare Exp,mentions_person,1
doc:60,"person:Stockholmsregionen 
RS",mentions_person,1
doc:60,"person:Sammanfattning 
Den",mentions_person,1
doc:60,"person:Region 
Stockholm",mentions_person,1
doc:60,"person:Stockholmsregionen 
 
 
Yrkanden 
Ordförande",mentions_person,1
doc:60,person:Michaela Haga,mentions_person,1
doc:60,person:Leif Gripestam,mentions_person,1
doc:60,person:PROTOKOLLSUTDRAG RS,mentions_person,1
doc:60,person:Ordförande Justerare Exp,mentions_person,1
doc:60,"person:Beslutsgång 
Ordförande Michaela",mentions_person,1
doc:60,"person:Beslut 
Infrastruktur",mentions_person,1
doc:60,person:Ledamoten Samuel Stephan,mentions_person,1
doc:60,person:Leif Gripestam,mentions_person,1
doc:60,person:Ledamoten Anna Sehlin,mentions_person,1
doc:61,case:RS-2025-0760,belongs_to,1
doc:61,topic:ai,mentions_topic,1
doc:61,topic:budget,mentions_topic,1
doc:61,topic:healthcare,mentions_topic,1
doc:61,topic:transport,mentions_topic,1
doc:61,topic:governance,mentions_topic,1
doc:61,"person:Regionstyrelsen 
PROTOKOLLSUTDRAG RS",mentions_person,1
doc:61,person:Ordförande Justerare Exp,mentions_person,1
doc:61,"person:Stockholmsregionen 
RS",mentions_person,1
doc:61,"person:Sammanfattning 
Den",mentions_person,1
doc:61,"person:Stockholmsregionen 
 
Yrkanden 
Ordförande",mentions_person,1
doc:61,person:Aida Hadzialic,mentions_person,1
doc:61,person:Ledamoten Axel Conradi,mentions_person,1
doc:61,person:Carl-Johan Schiller,mentions_person,1
doc:61,person:Ledamoten Msciwoj Swigon,mentions_person,1
doc:61,"person:Beslutsgång 
Ordförande Aida",mentions_person,1
doc:61,"person:Beslut 
Regionstyrelsen",mentions_person,1
doc:61,"person:Regionstyrelsen 
PROTOKOLLSUTDRAG RS",mentions_person,1
doc:61,person:Ordförande Justerare Exp,mentions_person,1
doc:61,"person:Reservation 
Ledamoten Axel",mentions_person,1
doc:61,person:Carl-Johan Schiller,mentions_person,1
doc:62,case:RS-2026-0211,belongs_to,1
doc:62,topic:ai,mentions_topic,1
doc:62,topic:budget,mentions_topic,1
doc:62,topic:healthcare,mentions_topic,1
doc:62,topic:governance,mentions_topic,1
doc:62,person:Moderaterna INTERPELLATION,mentions_person,1
doc:62,person:Kristoffer Tamsons,mentions_person,1
doc:62,person:Moderaterna INTERPELLATION,mentions_person,1
doc:62,"person:Region 
Stockholm",mentions_person,1
doc:62,"person:Kristoffer Tamsons 
Moderaterna",mentions_person,1
doc:63,case:RS-2026-0211,belongs_to,1
doc:63,topic:ai,mentions_topic,1
doc:63,topic:budget,mentions_topic,1
doc:63,topic:healthcare,mentions_topic,1
doc:63,topic:transport,mentions_topic,1
doc:63,topic:governance,mentions_topic,1
doc:63,"person:Finansregionrådet 
Aida",mentions_person,1
doc:63,person:Kristoffer Tamsons,mentions_person,1
doc:63,person:Kristoffer Tamsons,mentions_person,1
doc:63,"person:Region 
Stockholm",mentions_person,1
